trophospecies_id,n_lumped,sp_name,guild,guild_1,guild_2,sp_id,higher_taxon,certainty,habitat,web_id,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness,original_sp_id
22,1,Bacillariophyceae (Navicula mutica),myxotroph ,myxotroph,,22,Pennales,3,2,messel_hi_cert,2,3,2.0,1.0,1.924791086350975,345.5,1.5714285714285714,1.7586312126184784,246.78571428571428,22
23,1,Bacillariophyceae (Fragilaria cf. ulna),myxotroph ,myxotroph,,23,Pennales,3,2,messel_hi_cert,2,3,2.0,1.0,1.924791086350975,345.5,1.5714285714285714,1.7586312126184784,246.78571428571428,23
24,1,Bacillariophyceae (Surirella angusta),myxotroph ,myxotroph,,24,Pennales,3,2,messel_hi_cert,2,5,2.0,1.0,1.908839779005525,345.5,1.5714285714285714,1.7586312126184784,246.78571428571428,24
25,1,Bacillariophyceae (Cyclotella or Cyclostephanus sp.),myxotroph ,myxotroph,,25,Centrales,3,2,messel_hi_cert,2,4,2.0,1.0,1.88283378746594,345.5,1.5714285714285714,1.7586312126184784,246.78571428571428,25
26,1,Bacillariophyceae (Melosira granulata),myxotroph ,myxotroph,,26,Centrales,1,2,messel_hi_cert,2,17,2.0,1.0,1.893150684931507,345.5,1.5714285714285714,1.7586312126184784,246.78571428571428,26
27,1,dinoflagellate incertae sedis (Geiselodinium sp.),myxotroph ,myxotroph,,27,Pyrrhophyta,3,2,messel_hi_cert,1,2,2.0,1.0,1.6894865525672371,691.0,1.5714285714285714,1.7586312126184784,246.78571428571428,27
28,1,Order indet.,autotroph ,autotroph,,28,Chrysophyta,1,2,messel_hi_cert,0,17,1.0,0.0,1.804177545691906,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,28
29,1,Zygnemataceae (Ovoidites sp.),autotroph ,autotroph,,29,Zygnematales,1,3,messel_hi_cert,1,13,2.0,1.0,1.7405541561712847,691.0,1.005464480874317,2.375719346014445,3.7759562841530054,29
30,1,Botryococcaceae (Botryococcus sp.),myxotroph ,myxotroph,,30,Chlorococcales,3,3,messel_hi_cert,2,22,2.0,1.0,1.8675675675675676,345.5,1.5714285714285714,1.7586312126184784,246.78571428571428,30
31,1,Botryococcaceae (Tetraedron sp.),myxotroph ,myxotroph,,31,Chlorococcales,3,3,messel_hi_cert,1,19,2.0,1.0,1.85752688172043,691.0,1.5714285714285714,1.7586312126184784,246.78571428571428,31
32,1,indeterminate filamentous algae,autotroph ,autotroph,,32,Chlorophyta,1,2,messel_hi_cert,0,16,1.0,0.0,1.8426666666666667,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,32
33,1,Characeae (Chara sp.),autotroph ,autotroph,,33,Charales,1,2,messel_hi_cert,0,11,1.0,0.0,1.804177545691906,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,33
34,1,Dicranaceae (Dicranites†),autotroph ,autotroph,,34,Dicraniales,1,3,messel_hi_cert,0,11,1.0,0.0,1.8426666666666667,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,34
35,1,Jungermanniaceae (cf. Frullania),autotroph ,autotroph,,35,Jungermanniales,1,1,messel_hi_cert,0,9,1.0,0.0,1.7061728395061728,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,35
36,1,Muscites†,autotroph ,autotroph,,36,Muscales,3,1,messel_hi_cert,0,4,1.0,0.0,1.3314065510597302,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,36
37,1,Selaginellaceae (gen. et sp. indet.),autotroph ,autotroph,,37,Lycopodiales,3,1,messel_hi_cert,0,1,1.0,0.0,1.2144112478031635,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,37
38,1,Selaginellaceae (Selaginella sp.),autotroph ,autotroph,,38,Lycopodiales,3,1,messel_hi_cert,0,5,1.0,0.0,1.5186813186813186,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,38
39,1,?Marattiaceae (gen. et sp. indet.),autotroph ,autotroph,,39,Filicales,2,1,messel_hi_cert,0,5,1.0,0.0,1.7763496143958868,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,39
40,1,Lygodiaceae (Lygodium kaulfussi and Leiotriletes maxoides),autotroph ,autotroph,,40,Filicales,3,1,messel_hi_cert,0,2,1.0,0.0,1.2405745062836624,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,40
41,1,Osmundaceae (Osmunda lignitum and Baculatisporites primarius),autotroph ,autotroph,,41,Filicales,3,1,messel_hi_cert,0,4,1.0,0.0,1.3629191321499015,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,41
42,1,Adiantaceae (Acrostichum sp.),autotroph ,autotroph,,42,Filicales,3,1,messel_hi_cert,0,4,1.0,0.0,1.6107226107226107,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,42
43,1,Polypodiaceae (Laevigatosporites discordatus),autotroph ,autotroph,,43,Filicales,3,1,messel_hi_cert,0,2,1.0,0.0,1.4733475479744136,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,43
44,1,Polypodiaceae (Laevigatosporites haardtii),autotroph ,autotroph,,44,Filicales,3,1,messel_hi_cert,0,3,1.0,0.0,1.4702127659574469,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,44
45,1,Polypodiaceae (Verrucatosphorites tenellis),autotroph ,autotroph,,45,Filicales,3,1,messel_hi_cert,0,4,1.0,0.0,1.4860215053763441,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,45
46,1,Polypodiaceae (Rumohra recentior),autotroph ,autotroph,,46,Filicales,3,1,messel_hi_cert,0,3,1.0,0.0,1.603248259860789,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,46
47,1,Polypodiaceae (gen. et sp. indet.),autotroph ,autotroph,,47,Filicales,3,1,messel_hi_cert,0,4,1.0,0.0,1.6182669789227166,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,47
48,1,Polypodiaceae (Polypodiaceoisporites lusaticus),autotroph ,autotroph,,48,Filicales,3,1,messel_hi_cert,0,1,1.0,0.0,1.4578059071729959,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,48
49,1,Polypodiaceae (Verrucatosporites favus),autotroph ,autotroph,,49,Filicales,3,1,messel_hi_cert,0,4,1.0,0.0,1.6413301662707838,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,49
50,1,Polypodiaceae (Verrucatosporites undulatus),autotroph ,autotroph,,50,Filicales,2,1,messel_hi_cert,0,3,1.0,0.0,1.5493273542600896,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,50
51,1,Schizaeaceae (Ruffordia subcretacea and Cicatricosisporites paradorogensis),autotroph ,autotroph,,51,Filicales,3,1,messel_hi_cert,0,2,1.0,0.0,1.5633484162895928,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,51
52,1,Schizaeaceae (Lygodium kaulfussi),autotroph ,autotroph,,52,Filicales,3,1,messel_hi_cert,0,5,1.0,0.0,1.4702127659574469,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,52
53,1,Schizaeaceae (Lygodium microadriennis),autotroph ,autotroph,,53,Filicales,3,1,messel_hi_cert,0,3,1.0,0.0,1.3847695390781563,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,53
54,1,Schizaeaceae (Schizaea sp.),autotroph ,autotroph,,54,Filicales,3,1,messel_hi_cert,0,3,1.0,0.0,1.566893424036281,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,54
55,1,Blechnaceae (gen. et sp. indet.),autotroph ,autotroph,,55,Filicales,3,1,messel_hi_cert,0,1,1.0,0.0,1.3062381852551985,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,55
56,1,Gleicheniaeae (gen. et sp. indet.),autotroph ,autotroph,,56,Filicales,3,1,messel_hi_cert,0,1,1.0,0.0,1.1852487135506002,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,56
57,1,Parkeriaceae (gen. et sp. indet.),autotroph ,autotroph,,57,Filicales,3,1,messel_hi_cert,0,1,1.0,0.0,138.2,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,57
58,1,Cephalotaxaceae (Cephalotaxus cf. messelensis),autotroph ,autotroph,,58,Coniferales,3,1,messel_hi_cert,0,2,1.0,0.0,1.3037735849056604,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,58
59,1,Cupressaceae (Cupressacites insulipapillatus),autotroph ,autotroph,,59,Coniferales,3,1,messel_hi_cert,0,3,1.0,0.0,1.1771720613287904,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,59
60,1,Cupressaceae (Libocedrites salicorniodes),autotroph ,autotroph,,60,Coniferales,3,1,messel_hi_cert,0,2,1.0,0.0,1.1421487603305784,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,60
61,1,Cupressaceae (Sciadopitys sp.),autotroph ,autotroph,,61,Coniferales,3,1,messel_hi_cert,0,2,1.0,0.0,1.2383512544802868,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,61
62,1,Cupressaceae (Glyptostrobus sp.),autotroph ,autotroph,,62,Coniferales,3,1,messel_hi_cert,0,3,1.0,0.0,1.5776255707762556,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,62
63,1,Cupressaceae (Inaperturopollenites concedipites),autotroph ,autotroph,,63,Coniferales,3,1,messel_hi_cert,0,4,1.0,0.0,1.4365904365904365,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,63
64,1,Cupressaceae (Doliostrobus sp.),autotroph ,autotroph,,64,Coniferales,3,1,messel_hi_cert,0,3,1.0,0.0,1.3037735849056604,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,64
65,1,Pinaceae (Pityosporites microalatus ),autotroph ,autotroph,,65,Coniferales,3,1,messel_hi_cert,0,10,1.0,0.0,1.4044715447154472,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,66
66,1,Pinaceae (Pityosporites labdacus ),autotroph ,autotroph,,66,Coniferales,3,1,messel_hi_cert,0,12,1.0,0.0,1.5355555555555556,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,67
67,1,Ephedraceae (Ephedripites eocenipites),autotroph ,autotroph,,67,Gnetales,3,1,messel_hi_cert,0,6,1.0,0.0,1.603248259860789,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,68
68,1,Nympheaceae (Monocolpopollenites crassiexinus),autotroph ,autotroph,,68,Nympheales,3,2,messel_hi_cert,0,13,1.0,0.0,1.7948051948051948,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,69
69,1,Araceae (sp. indet. 1),autotroph ,autotroph,,69,Alismatales,3,1,messel_hi_cert,0,2,1.0,0.0,1.3987854251012146,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,70
70,1,Hydrocharitaceae (Punctilongisulcites microechinatus),autotroph ,autotroph,,70,Alismatales,3,2,messel_hi_cert,0,3,1.0,0.0,1.413087934560327,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,71
71,1,Araceae (sp. indet. 2),autotroph ,autotroph,,71,Alismatales,3,1,messel_hi_cert,0,6,1.0,0.0,1.5740318906605923,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,72
72,1,Araceae (sp. indet. 3),autotroph ,autotroph,,72,Alismatales,3,1,messel_hi_cert,0,6,1.0,0.0,1.5704545454545455,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,73
73,1,Smilacaceae (cf. Smilax sp.),autotroph ,autotroph,,73,Liliales,3,1,messel_hi_cert,0,10,1.0,0.0,1.6182669789227166,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,74
74,1,Pandanaceae (gen. et sp. indet.),autotroph ,autotroph,,74,Pandanales,3,1,messel_hi_cert,0,2,1.0,0.0,1.308712121212121,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,75
75,1,Arecaceae (Monocolpopollenites tranquillus),autotroph ,autotroph,,75,Arecales,3,1,messel_hi_cert,0,6,1.0,0.0,1.7582697201017812,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,76
76,1,Arecaceae (Phoenicites sp.),autotroph ,autotroph,,76,Arecales,3,1,messel_hi_cert,0,11,1.0,0.0,1.6936274509803921,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,77
77,1,Arecaceae (cf. Arecoideae: flower type A),autotroph ,autotroph,,77,Arecales,3,1,messel_hi_cert,0,9,1.0,0.0,1.7231920199501247,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,78
78,1,Arecaceae (cf. Lepidocaryoideae: pinnate leaf),autotroph ,autotroph,,78,Arecales,3,1,messel_hi_cert,0,7,1.0,0.0,1.6894865525672371,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,79
79,1,Arecaceae (flower type B),autotroph ,autotroph,,79,Arecales,3,1,messel_hi_cert,0,6,1.0,0.0,1.379241516966068,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,80
80,1,Arecaceae (Sabalitides sp.),autotroph ,autotroph,,80,Arecales,3,1,messel_hi_cert,0,20,1.0,0.0,1.5186813186813186,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,81
81,1,Cyclanthaceae (gen. et sp. indet.),autotroph ,autotroph,,81,Arecales,3,1,messel_hi_cert,0,3,1.0,0.0,1.5424107142857142,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,82
82,1,Typhaceae (gen. et sp. indet.),autotroph ,autotroph,,82,Typhales,3,3,messel_hi_cert,0,7,1.0,0.0,1.8089005235602094,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,83
83,1,Sparaganiaceae (Sparganiaceaepollenites sp. 1),autotroph ,autotroph,,83,Typhales,3,3,messel_hi_cert,0,3,1.0,0.0,1.7019704433497538,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,84
84,1,Sparaganiaceae (Sparganiaceaepollenites sp. 2),autotroph ,autotroph,,84,Typhales,3,3,messel_hi_cert,0,2,1.0,0.0,1.5220264317180616,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,85
85,1,Cyperaceae (Caricoidea sp.),autotroph ,autotroph,,85,Juncales,3,1,messel_hi_cert,0,8,1.0,0.0,1.83289124668435,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,86
86,1,Cyperaceae (gen. et sp. indet.),autotroph ,autotroph,,86,Juncales,2,1,messel_hi_cert,0,12,1.0,0.0,1.85752688172043,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,87
87,1,Restoniaceae (Milfordia hungarica),autotroph ,autotroph,,87,Poales,3,1,messel_hi_cert,0,6,1.0,0.0,1.5740318906605923,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,88
88,1,Restoniaceae (Milfordia incerta),autotroph ,autotroph,,88,Poales,3,1,messel_hi_cert,0,7,1.0,0.0,1.5704545454545455,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,89
89,1,Zingiberaceae (gen. et sp. indet.),autotroph ,autotroph,,89,Zingiberales,3,3,messel_hi_cert,0,12,1.0,0.0,1.6650602409638555,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,90
90,1,Magnoliaceae (sp. indet. 1),autotroph ,autotroph,,90,Magnoliales,3,1,messel_hi_cert,0,7,1.0,0.0,1.6690821256038648,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,91
91,1,Magnoliaceae (sp. indet. 2),autotroph ,autotroph,,91,Magnoliales,3,1,messel_hi_cert,0,10,1.0,0.0,1.7275,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,92
92,1,Annonaceae (gen. et sp. indet.),autotroph ,autotroph,,92,Magnoliales,3,1,messel_hi_cert,0,19,1.0,0.0,1.7672634271099745,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,93
93,1,Chloranthaceae (Emmapollis pseudoemmaensis),autotroph ,autotroph,,93,Laurales,3,1,messel_hi_cert,0,14,1.0,0.0,1.7189054726368158,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,94
94,1,Lauraceae (cf. Laurophyllum lanigeroides†),autotroph ,autotroph,,94,Laurales,3,1,messel_hi_cert,0,16,1.0,0.0,1.5633484162895928,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,95
95,1,Lauraceae (cf. Daphnogene†),autotroph ,autotroph,,95,Laurales,3,1,messel_hi_cert,0,14,1.0,0.0,1.6531100478468899,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,96
96,1,Lauraceae (gen. et sp. indet),autotroph ,autotroph,,96,Laurales,3,1,messel_hi_cert,0,24,1.0,0.0,1.6812652068126521,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,97
97,1,Illiciaceae (gen. et sp. indet.),autotroph ,autotroph,,97,Illiciales,3,1,messel_hi_cert,0,12,1.0,0.0,1.7763496143958868,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,98
98,1,Menispermaceae (Tinospora sp.),autotroph ,autotroph,,98,Ranunculales,3,1,messel_hi_cert,0,15,1.0,0.0,1.6853658536585365,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,99
99,1,Menispermaceae (gen. et sp. indet.),autotroph ,autotroph,,99,Ranunculales,3,1,messel_hi_cert,0,18,1.0,0.0,1.6731234866828086,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,100
100,1,Berberidaceae (gen et sp. indet.),autotroph ,autotroph,,100,Ranunculales,3,1,messel_hi_cert,0,12,1.0,0.0,1.731829573934837,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,101
101,1,Sargentodoxaceae (cf. Sargentodoxa sp.),autotroph ,autotroph,,101,Ranunculales,3,1,messel_hi_cert,0,5,1.0,0.0,1.8232189973614776,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,102
102,1,Eucommiaceae ( Eucommia and Tricolpopollenites parmularius ),autotroph ,autotroph,,102,Eucommiales,3,1,messel_hi_cert,0,6,1.0,0.0,1.7948051948051948,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,103
103,1,Buxaceae (gen et sp. indet).,autotroph ,autotroph,,103,Proteales',3,1,messel_hi_cert,0,7,1.0,0.0,1.6894865525672371,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,104
104,1,Platanaceae (cf. Platanus),autotroph ,autotroph,,104,Proteales,3,1,messel_hi_cert,0,7,1.0,0.0,1.5885057471264368,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,105
105,1,Vitaceae† gen. et sp. indet.,autotroph ,autotroph,,105,Vitales,3,1,messel_hi_cert,0,14,1.0,0.0,1.8475935828877006,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,106
106,1,Vitaceae (Vitis sp. and ?Tricolporopollenites marcodurensis),autotroph ,autotroph,,106,Vitales,3,1,messel_hi_cert,0,19,1.0,0.0,1.7627551020408163,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,107
107,1,Vitaceae Tetrastigma sp.),autotroph ,autotroph,,107,Vitales,3,1,messel_hi_cert,0,20,1.0,0.0,1.6853658536585365,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,108
108,1,Vitaceae (Cissus sp.),autotroph ,autotroph,,108,Vitales,3,1,messel_hi_cert,0,21,1.0,0.0,1.8136482939632546,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,109
109,1,Vitaceae (Ampelopsis sp.),autotroph ,autotroph,,109,Vitales,3,1,messel_hi_cert,0,16,1.0,0.0,1.7901554404145077,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,110
110,1,Rhamnaceae (Tricolporopollenites sp.),autotroph ,autotroph,,110,Vitales,3,1,messel_hi_cert,0,9,1.0,0.0,1.6812652068126521,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,111
111,1,Nyctaginaceae (gen. et sp. indet.),autotroph ,autotroph,,111,Caryophyllales,3,1,messel_hi_cert,0,10,1.0,0.0,1.7405541561712847,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,112
112,1,Cercidiphyllaceae (Cercidiphyllum sp.),autotroph ,autotroph,,112,Saxifragales,3,1,messel_hi_cert,0,19,1.0,0.0,1.7275,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,113
113,1,Hamamelidaceae (Compositioipollenites rhizophorus),autotroph ,autotroph,,113,Saxifragales,3,1,messel_hi_cert,0,4,1.0,0.0,1.7189054726368158,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,114
114,1,?Hamamelidaceae (Labrapollis labraferus),autotroph ,autotroph,,114,Saxifragales,3,1,messel_hi_cert,0,2,1.0,0.0,1.433609958506224,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,115
115,1,Olacaceae (Olaxipollis matthesii ),autotroph ,autotroph,,115,Santalales,3,1,messel_hi_cert,0,8,1.0,0.0,1.6977886977886978,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,116
116,1,Loranthaceae (Gothanipollis gothanii),epiphyte ,epiphyte,,116,Santalales,3,1,messel_hi_cert,0,3,1.0,0.0,1.2843866171003717,0.0,1.0,1.2843866171003717,0.0,117
117,1,Staphyleaceae (Tapiscia sp.),autotroph ,autotroph,,117,Geraniales,3,1,messel_hi_cert,0,10,1.0,0.0,1.7672634271099745,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,118
118,1,Icacinaceae (Stemonurus sp.),autotroph ,autotroph,,118,Celastrales,3,1,messel_hi_cert,0,6,1.0,0.0,1.6144859813084111,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,119
119,1,Icacinaceae (Compositoipollenites rhizophorus),autotroph ,autotroph,,119,Celastrales,3,1,messel_hi_cert,0,9,1.0,0.0,1.5253863134657837,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,120
120,1,Icacinaceae (Compositopollenites minimus),autotroph ,autotroph,,120,Celastrales,3,1,messel_hi_cert,0,5,1.0,0.0,1.4892241379310345,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,121
121,1,Malpighiaceae (Tetrapteris sp.),autotroph ,autotroph,,121,Malpighiales,3,1,messel_hi_cert,0,9,1.0,0.0,1.6335697399527187,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,122
122,1,Salicaceae (Salix and Tricolpopollenties retiformis),autotroph ,autotroph,,122,Malpighiales,3,1,messel_hi_cert,0,11,1.0,0.0,1.749367088607595,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,123
123,1,Euphorbiaceae (Spinaepollis spinosus),autotroph ,autotroph,,123,Malpighiales,3,1,messel_hi_cert,0,7,1.0,0.0,1.5153508771929824,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,124
124,1,Fabaceae (sp. indet. 1),myxotroph ,myxotroph,,124,Fabales,3,1,messel_hi_cert,0,29,1.0,0.0,1.7103960396039604,0.0,1.5714285714285714,1.7586312126184784,246.78571428571428,125
125,1,Fabaceae (sp. indet. 2),myxotroph ,myxotroph,,125,Fabales,3,1,messel_hi_cert,0,30,1.0,0.0,1.6977886977886978,0.0,1.5714285714285714,1.7586312126184784,246.78571428571428,126
126,1,Rosaceae (sp. indet. 1),autotroph ,autotroph,,126,Rosales,3,1,messel_hi_cert,0,10,1.0,0.0,1.6977886977886978,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,127
127,1,Rosaceae (sp. indet. 2),autotroph ,autotroph,,127,Rosales,3,1,messel_hi_cert,0,16,1.0,0.0,1.731829573934837,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,128
128,1,Rosaceae (cf. Rosa or Rubus),autotroph ,autotroph,,128,Rosales,3,1,messel_hi_cert,0,21,1.0,0.0,1.7582697201017812,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,129
129,1,Moraceae (Ficus sp.),autotroph ,autotroph,,129,Rosales,3,1,messel_hi_cert,0,29,1.0,0.0,1.7627551020408163,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,130
130,1,Celtidiaceae (Celtipollenites intrastructurus),autotroph ,autotroph,,130,Rosales,3,1,messel_hi_cert,0,12,1.0,0.0,1.6144859813084111,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,131
131,1,Celtidiaceae (Celtipollenites laevigatus),autotroph ,autotroph,,131,Rosales,3,1,messel_hi_cert,0,11,1.0,0.0,1.6258823529411766,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,132
132,1,Ulmaceae (Polyporopollenites undulosus),autotroph ,autotroph,,132,Rosales,3,1,messel_hi_cert,0,8,1.0,0.0,1.6258823529411766,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,133
133,1,Ulmaceae (Polyporopollenites verrucatus),autotroph ,autotroph,,133,Rosales,3,1,messel_hi_cert,0,7,1.0,0.0,1.6936274509803921,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,134
134,1,Ulmaceae (Ulmus sp. and ?Polyporopollenites eoulmoides),autotroph ,autotroph,,134,Rosales,3,1,messel_hi_cert,0,10,1.0,0.0,1.552808988764045,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,135
135,1,Ulmaceae (Zelkova sp.),autotroph ,autotroph,,135,Rosales,3,1,messel_hi_cert,0,6,1.0,0.0,1.6491646778042959,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,136
136,1,Myricaceae (Comptonia sp. and Triatriopollenites excelsus),myxotroph ,myxotroph,,136,Fagales,3,1,messel_hi_cert,0,7,1.0,0.0,1.566893424036281,0.0,1.5714285714285714,1.7586312126184784,246.78571428571428,137
137,1,Myricaceae (Triatriopollenites rurensis),myxotroph ,myxotroph,,137,Fagales,3,1,messel_hi_cert,0,5,1.0,0.0,1.4639830508474576,0.0,1.5714285714285714,1.7586312126184784,246.78571428571428,138
138,1,Myricaceae (Triatriopollenites bituitus),myxotroph ,myxotroph,,138,Fagales,3,1,messel_hi_cert,0,6,1.0,0.0,1.6107226107226107,0.0,1.5714285714285714,1.7586312126184784,246.78571428571428,139
139,1,Betulaceae (Alnipollenites verus ),myxotroph ,myxotroph,,139,Fagales,3,1,messel_hi_cert,0,11,1.0,0.0,1.6220657276995305,0.0,1.5714285714285714,1.7586312126184784,246.78571428571428,140
140,1,Betulaceae (Trivestibulopollenites betuloides ),autotroph ,autotroph,,140,Fagales,3,1,messel_hi_cert,0,7,1.0,0.0,1.7103960396039604,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,141
141,1,Betulaceae (Carpinus sp.),autotroph ,autotroph,,141,Fagales,3,1,messel_hi_cert,0,12,1.0,0.0,1.6936274509803921,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,142
142,1,Betulaceae (Ostrya sp.),autotroph ,autotroph,,142,Fagales,3,1,messel_hi_cert,0,11,1.0,0.0,1.7231920199501247,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,143
143,1,Juglandaceae (Carya sp. 1 and Caryapollenites triangularus),autotroph ,autotroph,,143,Fagales,3,1,messel_hi_cert,0,8,1.0,0.0,1.6069767441860465,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,144
144,1,Juglandaceae (Carya sp. 2 and Caryapollenites circulus),autotroph ,autotroph,,144,Fagales,3,1,messel_hi_cert,0,6,1.0,0.0,1.5424107142857142,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,145
145,1,Juglandaceae (Engelhardia sp. and Momipites punctatus),autotroph ,autotroph,,145,Fagales,3,1,messel_hi_cert,0,10,1.0,0.0,1.54586129753915,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,146
146,1,Juglandaceae cf. Juglans and ?Subtriporopollenites anulatus),autotroph ,autotroph,,146,Fagales,3,1,messel_hi_cert,0,10,1.0,0.0,1.6297169811320755,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,147
147,1,Juglandaceae (Platycarya sp. 1 and Platycaryapollenites platycaryoides),autotroph ,autotroph,,147,Fagales,3,1,messel_hi_cert,0,7,1.0,0.0,1.54586129753915,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,148
